dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,resource_created_at,error_type,resource_extension,organization_or_owner,is_orga,resource_found_by,initial_version_name,is_valid_v_2.2.0,is_valid_one_version,most_recent_valid_version,is_downloaded,is_empty,columns_issue,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,producer_notification_success
6202980e8ce8d1b7836aa87d,Infrastructures de recharge pour véhicules électriques (organisation LUMI’iN ),infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1/,723c966c-fdb5-43d4-af91-0813c6531e15,Monfichier BASTIDE SAINT PAUL DE VENCE,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1/20220222-144312/data.csv,2023-10-22T06:55:03.349000+00:00,2022-02-22T14:43:12.794000+00:00,,csv,lumiin,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
6202980e8ce8d1b7836aa87d,Infrastructures de recharge pour véhicules électriques (organisation LUMI’iN ),infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1/,76be0e58-816e-445a-966e-719d57ff4c57,FLOREAL,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-organisation-lumiin-1/20220218-115629/data.csv,2023-10-22T06:55:03.809000+00:00,2022-02-08T17:19:27.160000+00:00,,csv,lumiin,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61fe789fb006933c9c1f2b51,Securecharge - Green Home Les Camoins,securecharge-green-home-les-camoins,https://www.data.gouv.fr/fr/datasets/securecharge-green-home-les-camoins/,a1c90c10-075b-4611-9d69-139db22e7a19,securecharge-greenhome-datagouv.csv,https://static.data.gouv.fr/resources/securecharge-green-home-les-camoins/20220205-141629/securecharge-greenhome-datagouv.csv,2023-10-22T06:55:04.138000+00:00,2022-02-05T14:16:29.466000+00:00,,csv,securecharge,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61fbf00a372234074fb7ed35,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-66,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-66/,f7bcceb8-b2c2-4644-ba84-12b101507912,THEMIS,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-66/20220203-160859/data.csv,2023-10-22T06:55:04.518000+00:00,2022-02-03T16:08:59.290000+00:00,,csv,inforomu,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61fa52642588d0e7e9ba4cb3,MANUBOB INDUSTRIE,manubob-industrie,https://www.data.gouv.fr/fr/datasets/manubob-industrie/,55edf535-62ca-4cf2-9272-45ed58ccf795,irve-manubob-20220202.csv,https://static.data.gouv.fr/resources/manubob-industrie/20220202-104413/irve-manubob-20220202.csv,2023-10-22T06:55:04.908000+00:00,2022-02-02T10:44:13.743000+00:00,,csv,manubob-industrie,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61f95e1df963cf9bd28b1d92,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-65,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-65/,21cd932e-7257-437c-a8ec-b8e0f7bb59c8,Daltoner CAEN,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-65/20220201-172150/data.csv,2023-10-22T06:55:05.174000+00:00,2022-02-01T17:21:50.333000+00:00,,csv,remy-sergent,False,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61f94d7af082da0ddc0a7d2f,FLYOPS,flyops,https://www.data.gouv.fr/fr/datasets/flyops/,3ef4a544-644b-49eb-a07e-4c4c47b708de,irve-flyops-20220201.csv,https://static.data.gouv.fr/resources/flyops/20220201-161108/irve-flyops-20220201.csv,2023-10-22T06:55:05.368000+00:00,2022-02-01T16:11:08.800000+00:00,,csv,flyops,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61f947fc068b3094a0001290,THEMIS,themis,https://www.data.gouv.fr/fr/datasets/themis/,52973c3a-84f6-427c-81d0-09f9f1393a76,THEMIS,https://static.data.gouv.fr/resources/themis/20220203-163337/fichier-csv-themis.csv,2023-10-22T06:55:05.695000+00:00,2022-02-03T16:33:37.657000+00:00,,csv,inforomu,True,1 - schema request,2.2.0,False,False,,False,,,False,False,True,False,False
61f7b529835ebb76caed533f,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-64,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-64/,8e5487b0-2485-4ebd-ae0f-81b469059712,Monfichier,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-64/20220131-110841/data.csv,2023-10-22T06:55:05.989000+00:00,2022-01-31T11:08:41.917000+00:00,,csv,alexandre-metivier,False,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61f783c53466c1be407798b7,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-63,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-63/,79c8cbd1-d62a-4cd7-9d1e-db5ef36f72cf,Ambroise Avocat,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-63/20220131-073757/data.csv,2023-10-22T06:55:06.378000+00:00,2022-01-31T07:37:57.633000+00:00,,csv,remy-sergent,False,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
61f3d18450b8216fcabb9f4f,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-62,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-62/,20cfc6f9-d8e5-4840-b533-3b37b096a10c,monfichier.csv,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-62/20220216-170230/data.csv,2023-10-22T06:55:06.680000+00:00,2022-02-16T17:02:30.256000+00:00,,csv,vincent-moule,False,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
620b8b29ba667d23a10df9c7,Infrastructures de recharge pour véhicules électriques,infrastructures-de-recharge-pour-vehicules-electriques-67,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-67/,3ab261ac-dd38-4f87-a142-17e69294572f,donnees-irve.csv,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-67/20220215-121449/data.csv,2023-10-22T06:55:07.021000+00:00,2022-02-15T12:14:49.793000+00:00,,csv,pascal-perrin,False,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
6213c94ab9fe60765d7c4ab4,Infrastructures de recharge pour véhicules électriques (organisation BORNE IS BORN),infrastructures-de-recharge-pour-vehicules-electriques-organisation-borne-is-born,https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-organisation-borne-is-born/,97bd80b6-8669-491d-ba7f-bab823d9ab08,Le Temps Des Cerises,https://static.data.gouv.fr/resources/infrastructures-de-recharge-pour-vehicules-electriques-organisation-borne-is-born/20220609-144744/data.csv,2023-10-22T06:55:07.355000+00:00,2022-06-09T14:47:45.061000+00:00,,csv,borne-is-born,True,1 - schema request,2.2.0,True,True,2.2.0,True,False,,False,False,False,,
